id,title,type,style_type,product_url,descr,color,size,keywords,image_name
1450111,"
",Bottom,"skinny jeans female",http://www1.bloomingdales.com/shop/product/ag-jeans-farrah-high-rise-skinny-in-paradox-destroyed?ID=1450111&CategoryID=2911,"
Distressed with a single rip, AG's dark-wash skinny jeans will get even better with wear. The high rise is perfect for balancing abbreviated hemlines--wear yours with cropped shirts and sweaters.
","Paradox Destroyed","24, 25, 26, 27, 28, 29, 30, ","Zip fly with button closure, five-pocket silhouette, high-rise, Contrast stitching, silver-tone hardware, faded, distressed, 9.75"" rise, 30"" inseam, 9"" leg opening, Cotton/polyurethane, Machine wash, Made in USA, ",8835403
1450141,"
",Tops,"sweatshirt female",http://www1.bloomingdales.com/shop/product/pam-gela-annie-dip-dye-sweatshirt?ID=1450141&CategoryID=2911,"
","Brown Earth Dip Dye","Petite, Small, Medium, Large, ","Wide round neckline, long raglan sleeves, banded cuffs and hem, Dip dye print, pullover style, Cotton/polyester, Machine wash, Made in USA, ",8835476
1450142,"
",Bottom,"cropped pants female",http://www1.bloomingdales.com/shop/product/ramy-brook-allyn-stretch-silk-cropped-pants?ID=1450142&CategoryID=2911,"
",Black,"X Small, Small, Medium, Large, ","Pleated drawstring waistband, front slant pockets, Rounded notched cuffs, cropped, pull-on style, Silk/elastane, Dry clean, Made in USA, ",8835478
1450148,"
",Tops,"poncho female",http://www1.bloomingdales.com/shop/product/trina-turk-hadlee-diamond-poncho-cardigan?ID=1450148&CategoryID=2911,"
","Blonde Mink","X Small/Small, Medium/Large, ","Short sleeves, side slits, diamond pattern, ribbed hem, Front toggle closure with faux leather trim, Merino wool; faux leather trim: polyurethane, Dry clean, Imported, ",8835490
1450427,"
",Bottom,"cropped pants female",http://www1.bloomingdales.com/shop/product/diane-von-furstenberg-jordy-zip-cuff-ankle-pants?ID=1450427&CategoryID=2910,"
",Black,"0, 2, 4, 6, 8, 10, 12, 14, ","Concealed side zip with hook closure, Skinny silhouette, concealed zip cuffs, 10"" rise, 28.5"" inseam, 11"" leg opening, Wool/elastane, Dry clean, Imported, ",8835561
1450432,"
",Bottom,"flare pants female",http://www1.bloomingdales.com/shop/product/tory-burch-wool-twill-flared-pants?ID=1450432&CategoryID=2910,"
",Navy,"0, 2, 4, 6, 8, 10, 12, 14, ","Zip fly with concealed hook and button closure, front slit pockets, Back slit pockets, flared silhouette, creased legs, 9.25"" rise, 35"" inseam, 20"" leg opening, Wool, Dry clean, Imported, ",8835576
1450438,"
",Tops,"cardigan female",http://www1.bloomingdales.com/shop/product/tory-burch-zip-front-dot-cardigan?ID=1450438&CategoryID=2910,"
",Navy,"X Small, Small, Medium, Large, X Large, ","Crewneck, long sleeves, exposed front zip closure, Dotted knit body, patterned trim, Cotton/nylon/spandex, Dry clean, Imported, ",8835591
1450443,"
",Tops,"printed shirts blouses female",http://www1.bloomingdales.com/shop/product/elie-tahari-yadi-abstract-print-blouse?ID=1450443&CategoryID=2910,"
Streaked with vibrant color, this breezy side-slit blouse from Elie Tahari is a sophisticated blur of abstract strokes and smooth silk.
",Pink,"X Small, Small, Medium, Large, X Large, ","Mandarin collar, sleeveless, concealed front button placket, Box pleat at back yoke, side slits, high/low round hem, Abstract printed body, solid trim, Approx. 26"" from back of neck to hem, based on a size small, Silk; contrast: nylon/elastane, Dry clean, Imported, ",8835608
1450444,"
",Bottom,"cropped pants female",http://www1.bloomingdales.com/shop/product/elie-tahari-marcia-slim-ankle-pants?ID=1450444&CategoryID=2910,"
Sleek and slim-fitting, Elie Tahari's crepe ankle pants segue seamlessly from workweek blazers to weekend tees.
",Hazelnut,"0, 2, 4, 6, 8, 10, 12, 14, ","Decorative front fly, concealed side zip with hook closure, Back slit pockets, slim ankle silhouette, 10"" rise, 29"" inseam, 12"" leg opening, Triacetate/polyester; contrast: polyester/elastane, Dry clean, Imported, ",8835611
1528457,"
",Tops,"shirt female",http://www1.bloomingdales.com/shop/product/elie-tahari-amada-asymmetric-sleeve-top?ID=1528457&CategoryID=2910,"
","
White
","X Small, Small, Medium, Large, X Large, ","Crewneck, right long raglan sleeve, left elbow flutter sleeve, Asymmetric hem, sheer insets, ribbed trim, Approx. 21.5"" from back of neck to hem, based on a size small, Merino wool; contrast: cotton/polyamide, Dry clean, Imported, ",8835618
1450482,"
",Tops,"printed shirts blouses female",http://www1.bloomingdales.com/shop/product/diane-von-furstenberg-annalise-abstract-print-silk-blouse?ID=1450482&CategoryID=2910,"
Diaphanous sleeves, ruffle trim and pretty pleats dial up the flirty factor of this romantic silk blouse from DIANE von FURSTENBERG, an on-trend style awash in bold color.
","Dancing Explosion","0, 2, 4, 6, 8, 10, 12, 14, ","Split round neck, sheer long sleeves with elasticized cuffs, Partial front button placket, pleated bib, shirred front and back, High/low round hem, ruffle trim, attached solid lining, Silk; lining: polyester, Dry clean, Imported, ",8835696
1450486,"
",Tops,"cardigan female",http://www1.bloomingdales.com/shop/product/diane-von-furstenberg-ballerina-wrap-sweater?ID=1450486&CategoryID=2910,"
DIANE von FURSTENBERG raises the barre on your luxe layering lineup with this ballerina-inspired wrap cardi, rendered in a soft, season-hopping silk-cashmere blend.
",Poppy,"Petite, Small, Medium, Large, ","V-neck, long sleeves, wrap front with tie closure, ribbed trim, Silk/cashmere/nylon/spandex, Dry clean, Imported, ",8835708
1450490,"
",Tops,"printed shirts blouses female",http://www1.bloomingdales.com/shop/product/diane-von-furstenberg-rebekah-confetti-tweed-print-silk-blouse?ID=1450490&CategoryID=2910,"
A party-perfect blend of feminine and festive, DIANE von FURSTENBERG's silk blouse flaunts flirty ruffle trim and a vibrant confetti tweed print.
","Femme Tweed Multi","0, 2, 4, 6, 8, 10, 12, 14, ","Shirred round neck, sleeveless, front keyhole with tie closure, High/low round back hem, ruffle trim, lined, Self & lining: polyester, Dry clean, Imported, ",8835716
1450494,"
",Tops,"printed shirts blouses female",http://www1.bloomingdales.com/shop/product/diane-von-furstenberg-mariah-confetti-tweed-print-blouse?ID=1450494&CategoryID=2910,"
Mix business with pleasure in this playful mixed-media blouse from DIANE von FURSTENBERG, flaunting a confetti tweed print atop sheer silk accented with boucle trim.
","Femme Tweed Multi/Black Multi","0, 2, 4, 6, 8, 10, 12, 14, ","Point collar, long sleeves, front button placket, round hem, Printed sheer silk body, boucle tweed trim, Silk; contrast: cotton/acrylic/polyester/viscose/polyamide/wool, Dry clean, Imported, ",8835724
1450510,"
",Tops,"tank top female",http://www1.bloomingdales.com/shop/product/elie-tahari-brandi-silk-tie-neck-blouse?ID=1450510&CategoryID=2910,"
In a sophisticated take on the classic silk blouse, Elie Tahari adds sheer enhancements and an of-the-moment tie neckline.
",Ivory,"X Small, Small, Medium, Large, X Large, ","V-neck with attached tie closure, sleeveless, split high/low hem, Solid body with sheer insets and trim, Approx. 26.5"" from back of neck to hem, based on a size small, Body & trim: silk, Dry clean, Imported, ",8835765
1450510,"
",Tops,"tank top female",http://www1.bloomingdales.com/shop/product/elie-tahari-brandi-silk-tie-neck-blouse?ID=1450510&CategoryID=2910,"
In a sophisticated take on the classic silk blouse, Elie Tahari adds sheer enhancements and an of-the-moment tie neckline.
","Blue Multi","X Small, Small, Medium, Large, X Large, ","V-neck with attached tie closure, sleeveless, split high/low hem, Solid body with sheer insets and trim, Approx. 26.5"" from back of neck to hem, based on a size small, Body & trim: silk, Dry clean, Imported, ",8835768
1450515,"
",Tops,"cardigan female",http://www1.bloomingdales.com/shop/product/tory-burch-madison-heathered-knit-cardigan?ID=1450515&CategoryID=2910,"
Cut in a slouchier silhouette ideal for fall layering, Tory Burch's updated cardigan is crafted from a Merino wool-blend and adorned with the label's signature logo buttons.
",Dovestone,"X Small, Small, Medium, Large, X Large, ","Deep v-neck, drop shoulders, long sleeves, front logo-button placket, Heathered knit, striped ribbed trim, boxy silhouette, Front: Merino wool/nylon/spandex; back & sleeves: Merino wool, Dry clean, Imported, ",8835780
1450624,"
",Tops,"poncho female",http://www1.bloomingdales.com/shop/product/majestic-doubleface-knit-poncho?ID=1450624&CategoryID=2910,"
Known for elevated basics, Majestic offers luxe layering pieces for fall, like this on-the-go poncho crafted from a cozy doublefaced cotton-cashmere knit.
",Black,"1, 2, 3, 4, ","Round neck, handkerchief hemline, Please use the following size conversions when ordering this item: 1=XS/S, 2=M, 3=L, 4=XL, Exterior: cotton/cashmere; interior: cotton, Machine wash, Made in Portugal, ",8836156
1450756,"
",Tops,"cardigan female",http://www1.bloomingdales.com/shop/product/tory-burch-brushstroke-print-merino-wool-cardigan-100-bloomingdales-exclusive?ID=1450756&CategoryID=2910,"
With a mutual love for fine arts, Tory Burch and Bloomingdale's co-designed this exclusive statement cardigan, a printed masterpiece of bold brushstrokes and rich Merino wool in a streamlined silhouette.
","Red Agate Symphony","X Small, Small, Medium, Large, X Large, ","V-neck, long sleeves, concealed front snap placket, Allover brushstroke print, ribbed trim, Approx. 25.5"" from back of neck to hem, based on a size small, This item is part of our 100% collection, featuring exclusive capsules and unique designs you won t find anywhere else., Merino wool, Dry clean, Imported, ",8836162
1450857,"
",Tops,"wrap coat female",http://www1.bloomingdales.com/shop/product/t-tahari-mia-wrap-coat?ID=1450857&CategoryID=2910,"
T Tahari's sumptuously soft wrap coat is a modern must-have. Tailored with a dramatic oversize fold-over collar, this sophisticated coverup features a frame-defining waist belt that highlights your narrowest point.
",Black,"2, 4, 6, 8, 10, 12, 14, ","Oversized fold-over collar, long sleeves, wrap front, Removable tie belt, front slit pockets, Concealed front snap closures, lined, Wool/polyester/nylon; lining: polyester, Dry clean, Imported, ",8836524
1450857,"
",Tops,"wrap coat female",http://www1.bloomingdales.com/shop/product/t-tahari-mia-wrap-coat?ID=1450857&CategoryID=2910,"
T Tahari's sumptuously soft wrap coat is a modern must-have. Tailored with a dramatic oversize fold-over collar, this sophisticated coverup features a frame-defining waist belt that highlights your narrowest point.
",Charcoal,"2, 4, 6, 8, 10, 12, 14, ","Oversized fold-over collar, long sleeves, wrap front, Removable tie belt, front slit pockets, Concealed front snap closures, lined, Wool/polyester/nylon; lining: polyester, Dry clean, Imported, ",8836527
1450993,"
",Bottom,"culottes female",http://www1.bloomingdales.com/shop/product/calvin-klein-faux-suede-pleated-culottes?ID=1450993&CategoryID=2910,"
",Latte,"2, 4, 6, 8, 10, 12, 14, 16, ","Banded waist, two slit hip pockets, zip side closure, Pleated front, darted back, two slit back pockets, lined, Polyester/spandex; lining: polyester, Dry clean, Imported, ",8836746
1450998,"
",Tops,"tank top female",http://www1.bloomingdales.com/shop/product/cupio-cowl-neck-sleeveless-knit-top?ID=1450998&CategoryID=2910,"
",Grey,"Small, Medium, Large, X Large, ","Cowl neck, sleeveless, ribbed trim, slit sides, Exposed zip side closure at right, high/low hem, Viscose/rayon/cotton, Dry clean, Imported, ",8836756
1451042,"
",Tops,"cardigan female",http://www1.bloomingdales.com/shop/product/niczoe-great-lengths-cardigan?ID=1451042&CategoryID=2910,"
","Silver Cloud","X Small, Small, Medium, Large, X Large, ","Draped shawl collar, long raglan sleeves, Open silhouette, tunic length, Cotton/linen/rayon, Machine wash, Imported, ",8836850
1451043,"
",Tops,"cardigan female",http://www1.bloomingdales.com/shop/product/niczoe-blue-waves-cardigan?ID=1451043&CategoryID=2910,"
",Multi,"X Small, Small, Medium, Large, X Large, ","Draped shawl collar, long sleeves, open silhouette, Allover print, fringe trim at open front, tunic length, Cotton/acrylic/rayon/polyester, Hand wash, Imported, ",8836852
1451044,"
",Tops,"sweater female",http://www1.bloomingdales.com/shop/product/nic-zoe-zigzag-pattern-sweater?ID=1451044&CategoryID=2910,"
",Multi,"X Small, Small, Medium, Large, X Large, ","Built-in camisole, pullover style, Round neck, long sleeves with long cuffs, zigzag-knit body, Cotton/acrylic/polyester; lining: lyocell, Machine wash, Imported, ",8836854
1451045,"
",Tops,"sweater female",http://www1.bloomingdales.com/shop/product/niczoe-long-stitch-cardigan?ID=1451045&CategoryID=2910,"
","Pink Pearl Heather","X Small, Small, Medium, Large, X Large, ","Long sleeves, open silhouette, tall ribbed trim at cuffs and hem, Tunic length, ribbed detail at back center seam, Cotton/rayon/viscose/nylon, Machine wash, Imported, ",8836856
1451046,"
",Tops,"tank top female",http://www1.bloomingdales.com/shop/product/nic-zoe-tailored-tapestry-top?ID=1451046&CategoryID=2910,"
Tailored in a silhouette-skimming shape, NIC + ZOE's top is woven from a textural tapestry-like textile. Style it solo with skinny jeans, or layer it with a blazer and pencil skirt at the office.
",Multi,"X Small, Small, Medium, Large, X Large, ","Round neck, sleeveless, piped trims at neck and armholes, Allover print and bead detail, exposed zip back closure, High/low hem, Cotton/rayon/viscose/nylon, Machine wash, Imported, ",8836858
1451047,"
",Tops,"sweater female",http://www1.bloomingdales.com/shop/product/niczoe-coral-room-cardigan?ID=1451047&CategoryID=2910,"
","Silver Cloud","X Small, Small, Medium, Large, X Large, ","Shawl collar, long sleeves, marled, ribbed front, Single snap front closure, cutaway front hem, Cable-knit back detail, tunic length , Cotton/lyocell, Machine wash, Imported, ",8836860
1451048,"
",Tops,"tank top female",http://www1.bloomingdales.com/shop/product/nic-zoe-showstop-fringe-top?ID=1451048&CategoryID=2910,"
Cut in a flattering mock-neck design, NIC + ZOE's woven tunic features a lattice of fringe along the hem.
","Black Onyx","X Small, Small, Medium, Large, X Large, ","Mock neck, sleeveless, raised-seam details , Asymmetric hem with fringe trim, pullover style, Cotton/modal, Machine wash, Imported, ",8836862
1451049,"
",Bottom,"skirt female",http://www1.bloomingdales.com/shop/product/niczoe-tailored-tapestry-skirt?ID=1451049&CategoryID=2910,"
",Multi,"X Small, Small, Medium, Large, X Large, ","A-line silhouette, allover print, pull-on style, Cotton/nylon/viscose/metallic fibers, Machine wash, Imported, ",8836864
1451050,"
",Tops,"shirt female",http://www1.bloomingdales.com/shop/product/niczoe-majestic-matte-shirt?ID=1451050&CategoryID=2910,"
","Black Onyx","X Small, Small, Medium, Large, X Large, ","Crossover v-neck with concealed snap closure, Long sleeves, front pleat, high/low hem, Polyester, Dry clean, Imported, ",8836866
1451050,"
",Tops,"shirt female",http://www1.bloomingdales.com/shop/product/niczoe-majestic-matte-shirt?ID=1451050&CategoryID=2910,"
","Rose Sorbet","X Small, Small, Medium, Large, X Large, ","Crossover v-neck with concealed snap closure, Long sleeves, front pleat, high/low hem, Polyester, Dry clean, Imported, ",8836868
1451051,"
",Tops,"tank top female",http://www1.bloomingdales.com/shop/product/niczoe-noteworthy-top?ID=1451051&CategoryID=2910,"
","Pink Pearl","X Small, Small, Medium, Large, X Large, ","Stand collar, sleeveless, front button keyhole, Front pleat detail, rounded hem, Polyster, Dry clean, Imported, ",8836870
1451051,"
",Tops,"tank top female",http://www1.bloomingdales.com/shop/product/niczoe-noteworthy-top?ID=1451051&CategoryID=2910,"
",Phantom,"X Small, Small, Medium, Large, X Large, ","Stand collar, sleeveless, front button keyhole, Front pleat detail, rounded hem, Polyster, Dry clean, Imported, ",8836872
1450913,"
",Bottom,"skinny jeans female",http://www1.bloomingdales.com/shop/product/kut-from-the-kloth-diana-skinny-jeans-in-breezy-stone-base-wash?ID=1450913&CategoryID=2910,"
Made from curve-contouring stretch-denim, Kut from the Kloth's Diana skinny jeans are lightly faded for a love-worn look.
","Breezy/Stone Base Wash","0, 2, 4, 6, 8, 10, 12, 14, ","Zip fly with button closure, five-pocket silhouette, belt loops, mid-rise, Contrast stitching, brass-tone logo hardware, whiskering, fading, 8.75"" rise, 32"" inseam, 12"" leg opening, Cotton/spandex, Machine wash, Imported, ",8836886
1451069,"
",Bottom,"culottes female",http://www1.bloomingdales.com/shop/product/vince-camuto-pleated-crepe-culottes?ID=1451069&CategoryID=2910,"
Elegant and on-trend, these of-the-moment culottes from VINCE CAMUTO make a sophisticated style statement with refined front pleats and luminous tonal trim.
","Rich Black","0, 2, 4, 6, 8, 10, 12, 14, ","Banded waist, zip fly with hook closure, front pleats, Banded waist, zip fly with hook closure, pleated front, Two decorative back pockets, tonal trim at waist and pockets, Self & trim: polyester, Machine washable, Imported, ",8836924
1451070,"
",Bottom,"denims female",http://www1.bloomingdales.com/shop/product/yummie-by-heather-thomson-super-skinny-jeans-in-ink?ID=1451070&CategoryID=2910,"
Whiskered and faded in all of the right places, Yummie by Heather Thomson's skinny jeans feature a cool love-worn look. Style yours with a slouchy cashmere sweater and ankle boots for fall.
",Ink,"25, 26, 27, 28, 29, 30, 31, 32, ","Zip fly with button closure, five-pocket silhouette, mid rise, Contrast stitching, silver-tone hardware, belt loops, Whiskered, contoured back yoke and back pockets, 8"" rise, 31"" inseam, 9.5"" leg opening, Cotton/polyester/elastane, Machine wash, Imported, ",8836926
1451125,"
",Bottom,"denims female",http://www1.bloomingdales.com/shop/product/james-jeans-plus-twiggy-z-cigarette-jeans-in-burlesque?ID=1451125&CategoryID=2917,"
Designed to lift, lengthen and slim, James Jeans Plus denim brings figure flattery to a new level.
",Burlesque,"12, 18, 20, 22, 24, 26, ","Zip fly with button closure, five-pocket silhouette, high rise, Tonal stitching, silver-tone logo hardware, belt loops, whiskered, 10"" rise, 28"" inseam, 14"" leg opening , Cotton/lyocell/spandex, Machine wash, Made in USA, ",8837084
1451126,"
",Bottom,"denims female",http://www1.bloomingdales.com/shop/product/james-jeans-plus-twiggy-z-cigarette-jeans-in-midnight-plaid?ID=1451126&CategoryID=2917,"
Designed to lift, lengthen and slim, James Jeans Plus denim brings figure flattery to a new level.
","Midnight Plaid","12, 14, 16, 18, 20, 22, 24, 26, ","Zip fly with button closure, five-pocket silhouette, high rise, Tonal stitching, pewter-tone logo hardware, belt loops, allover print, 10"" rise, 30"" inseam, 14"" leg opening , Cotton/polyester/spandex, Machine wash, Made in USA, ",8837088
1451127,"
",Bottom,"jeggings female",http://www1.bloomingdales.com/shop/product/james-jeans-plus-denim-leggings-in-black-glossed?ID=1451127&CategoryID=2917,"
Designed to lift, lengthen and slim, James Jeans Plus denim brings figure flattery to a new level.
","Black Glossed","14, 18, 20, 22, 24, 26, ","Zip-fly with button closure, two faux front pockets, high rise, Tonal stitching, black-tone logo hardware, belt loops, two back pockets, glossy finish, 10"" rise, 19"" inseam, 13"" leg opening, Check out the latest trends, smart denim technology and more in ,  , Cotton/lyocell/spandex, Machine wash, Made in USA, ",8837092
1451128,"
",Bottom,"denims female",http://www1.bloomingdales.com/shop/product/james-jeans-plus-neo-beau-z-classic-boyfriend-jeans-in-destroyed-black?ID=1451128&CategoryID=2917,"
Designed to lift, lengthen and slim, James Jeans Plus denim brings figure flattery to a new level.
","Destroyed Black","12, 14, 16, 18, 20, 22, 24, ","Zip fly with button closure, two front pockets, high rise, Tonal stitching, pewter-tone logo hardware, belt loops, two back pockets, Boyfriend silhouette, allover tears, cuffable hems, 10"" rise, 28"" inseam, 17"" leg opening, Cotton/spandex, Machine wash, Made in USA, ",8837096
1451153,"
",Tops,"sweater female",http://www1.bloomingdales.com/shop/product/niczoe-plus-great-lengths-cardigan?ID=1451153&CategoryID=2917,"
","Silver Cloud Mix","1X, 2X, 3X, ","Shawl collar, long sleeves, heathered, single snap front closure, Ribbed collar and body, smooth sleeves and sides, High/low hem with cutaway front, Cotton/linen/rayon, Machine wash, Imported, ",8837150
1454130,"
",Tops,"lace tank top female",http://www1.bloomingdales.com/shop/product/bcbgmaxazria-dalina-lace-peplum-top?ID=1454130&CategoryID=2911,"
BCBGMAXAZRIA sends a vampy vibe with a lace peplum top, punctuated by an alluring fishnet motif and an exposed zip back.
",Black,"XX Small, Small, Medium, Large, ","Round neck, sleeveless, illusion neckline, Fishnet lace, exposed zip back closure, Back vent, asymmetric peplum, Polyester/spandex; contrast: polyester/spandex; lining 1: polyester/spandex; lining 2: polyester/spandex, Machine wash or dry clean, Imported, ",8838395
1454130,"
",Tops,"lace tank top female",http://www1.bloomingdales.com/shop/product/bcbgmaxazria-dalina-lace-peplum-top?ID=1454130&CategoryID=2911,"
BCBGMAXAZRIA sends a vampy vibe with a lace peplum top, punctuated by an alluring fishnet motif and an exposed zip back.
",Ivory,"XX Small, Small, Medium, Large, ","Round neck, sleeveless, illusion neckline, Fishnet lace, exposed zip back closure, Back vent, asymmetric peplum, Polyester/spandex; contrast: polyester/spandex; lining 1: polyester/spandex; lining 2: polyester/spandex, Machine wash or dry clean, Imported, ",8838398
1454142,"
",Bottom,"flare pants female",http://www1.bloomingdales.com/shop/product/whistles-renee-wide-leg-pants?ID=1454142&CategoryID=2911,"
Brit label Whistles balances ‘70s nostalgia with something modern on jersey culottes, punctuated by swingy pleats and a sleek, wide-leg silhouette. 
","Grey Marl","4, 6, ","Zip fly with hook-and-eye closure, front pleats, Two slit side and two slit back pockets, wide legs, cropped, Please order your US size above. Note: For those familiar with Whistles' UK sizing, here is the conversion: 0=UK 4; 2=UK 6; 4=UK 8; 6=UK 10; 8=UK 12; 10=UK 14, Polyester/viscose/elastane, Hand wash, Imported, ",8838427
1454413,"
",Bottom,"flare pants female",http://www1.bloomingdales.com/shop/product/sandro-flared-metallic-pants?ID=1454413&CategoryID=2911,"
Recall heady '70s glamour with Sandro's multi-hued pants, knitted with shimmering metallic threads in a right-on-trend flare shape.
",Multicolored,"1 / Small, 2 / Medium, 3 / Large, ","Front zip closure, metallic finish, slightly cropped flared silhouette, Please use the following size conversions when ordering this item: 1=S; 2=M; 3=L, Polyester/nylon/metallic fibers/polyester/elastane, Hand wash or dry clean, Imported, ",8838762
1455930,"
",Tops,"tee female",http://www1.bloomingdales.com/shop/product/rag-bone-jean-femme-v-neck-tee?ID=1455930&CategoryID=2911,"
",Sienna,"X Small, Small, Medium, Large, ","V-neck, long sleeves, rounded hem , Approx. 26.5"" back neck to hem based on a size small , Mirco Modal, Hand wash, Imported, ",8839245
1455930,"
",Tops,"tee female",http://www1.bloomingdales.com/shop/product/rag-bone-jean-femme-v-neck-tee?ID=1455930&CategoryID=2911,"
","Med Heather Grey","X Small, Small, Medium, Large, ","V-neck, long sleeves, rounded hem , Approx. 26.5"" back neck to hem based on a size small , Mirco Modal, Hand wash, Imported, ",8839248
1455946,"
",Tops,"cropped top female",http://www1.bloomingdales.com/shop/product/lucy-paris-lace-crop-top?ID=1455946&CategoryID=2911,"
",Red,"X Small, Small, Medium, Large, ","Round neck, short sleeves, all-over lace, Concealed side zip closure, lined , Approx. 15.5"" back of neck to hem based on a size small, Cotton/nylon/viscose; lining: polyester/spandex, Dry clean, Imported, ",8839271
1455948,"
",Bottom,"skirt female",http://www1.bloomingdales.com/shop/product/lucy-paris-lace-pencil-skirt?ID=1455948&CategoryID=2911,"
",Red,"X Small, Small, Medium, Large, ","Concealed side zip closure, All-over lace, lined , Approx. 18"" waist to hem based on a size small, Cotton/nylon/viscose; lining: polyester/spandex, Dry clean, Imported, ",8839274
1455949,"
",Bottom,"skirt female",http://www1.bloomingdales.com/shop/product/aqua-sweet-floral-pleat-skirt?ID=1455949&CategoryID=2911,"
",Navy/Coral,"X Small, Small, Medium, Large, ","Exposed back zip closure, flared, Printed, Approx. 17"" waist to hem based on a size small, Polyester/spandex, Machine wash, Made in USA, ",8839276
1455952,"
",Bottom,"skirt female",http://www1.bloomingdales.com/shop/product/aqua-knit-texture-zip-skort?ID=1455952&CategoryID=2911,"
",Black,"X Small, Small, Medium, Large, ","Wrap flap front, faux zip pockets at hips, Concealed back zip closure, Asymmetrical hem, partially lined, Approx. 22"" back of neck to hem based on a size small, Polyester/spandex, Machine wash, Made in USA, ",8839282
1455953,"
",Bottom,"skirt female",http://www1.bloomingdales.com/shop/product/aqua-jacquard-knit-skort?ID=1455953&CategoryID=2911,"
",Black/White,"X Small, Small, Medium, Large, ","Wrap front, two exposed zip pockets , Jacquard print, concealed back zip closure, Approx. 12"" waist to hem based on a size small, Polyester/spandex; lining: polyester, Dry clean, Made in USA, ",8839284
1455980,"
",Tops,"cropped top female",http://www1.bloomingdales.com/shop/product/lush-striped-cross-over-crop-top?ID=1455980&CategoryID=2911,"
",Navy/White,"Small, Medium, Large, ","V-neck, sleeveless, faux wrap front with inverted V at front hem, Variegated striped print, textured , Exposed back zip closure, lined , Approx. 15"" back of neck to hem based on a size small, Rayon/polyester/spandex; lining: polyester, Dry clean, Imported, ",8839306
1455981,"
",Bottom,"skirt female",http://www1.bloomingdales.com/shop/product/lush-striped-cross-over-pencil-skirt?ID=1455981&CategoryID=2911,"
",Navy/White,"Small, Medium, Large, ","Concealed back zip closure, side vent , Variegated stripes, textured , Approx. 21"" waist to hem based on a size small, Rayon/polyester/spandex; lining: polyester, Dry clean, Imported, ",8839309
1455982,"
",Tops,"cropped top female",http://www1.bloomingdales.com/shop/product/olivaceous-striped-crop-top?ID=1455982&CategoryID=2911,"
",Black/White,"X Small, Small, Medium, Large, ","V-neck, sleeveless, striped, Exposed back zip closure, lined , Approx. 13"" back of neck to hem based on a size small, Acrylic, polyester, spandex, Hand wash, Imported, ",8839311
1455983,"
",Bottom,"skirt female",http://www1.bloomingdales.com/shop/product/olivaceous-split-pencil-skirt?ID=1455983&CategoryID=2911,"
",Black/White,"X Small, Small, Medium, Large, ","Concealed back zip closure, Striped, side vent, Approx. 26"" waist to hem based on a size small, Acrylic/polyester/spandex, Hand wash, Imported, ",8839314
1455985,"
",Bottom,"flare pants female",http://www1.bloomingdales.com/shop/product/olivaceous-printed-wide-leg-pants?ID=1455985&CategoryID=2911,"
","Blue Multi","X Small, Small, Medium, Large, ","Elasticized waistband, printed , Two side slit pockets, pull-on style , Approx. 8.5"" rise, 33"" inseam, 25"" leg opening based on a size small, Rayon, Hand wash, Imported, ",8839319
1455987,"
",Bottom,"skirt female",http://www1.bloomingdales.com/shop/product/olivaceous-asymmetrical-knit-pencil-skirt?ID=1455987&CategoryID=2911,"
",Black,"X Small, Small, Medium, Large, ","Elasticized banded waist, asymmetrical wrap , Front vent, pull-on style , Approx. 28"" waist to hem based on a size small, Rayon/polyester/spandex, Hand wash, Imported, ",8839324
1455988,"
",Tops,"tank top female",http://www1.bloomingdales.com/shop/product/endless-rose-lace-fringed-top?ID=1455988&CategoryID=2911,"
",Black,"Small, Medium, Large, ","Round neck, sleeveless, Allover lace, fringe trim , Concealed back zip closure, lined , Approx. 22"" back of neck to hem, based on a size small, Polyester; lining: polyester/cotton, Dry clean, Imported, ",8839326
1455989,"
",Bottom,"skirt female",http://www1.bloomingdales.com/shop/product/endless-rose-lace-pencil-skirt-with-fringe?ID=1455989&CategoryID=2911,"
",Black,"Small, Medium, Large, ","Concealed back zip with hook closure, Allover lace, fringe trim , Floating lining, Approx. 21.5"" waist to hem, based on a size small, Polyester; lining: polyester/cotton, Dry clean, Imported, ",8839329
1455991,"
",Bottom,"skirt female",http://www1.bloomingdales.com/shop/product/cotton-candy-printed-maxi-skirt?ID=1455991&CategoryID=2911,"
",Black,"Small, Medium, Large, ","Concealed side zip closure, two high slits at front, Printed, crochet detail at slits and hem, Approx. length 43.5"" based on a size small, Rayon, Machine wash, Imported, ",8839334
1455993,"
",Bottom,"leggings female",http://www1.bloomingdales.com/shop/product/vimmia-adagio-leggings?ID=1455993&CategoryID=2911,"
",Black/Charcoal,"X Small, Small, Medium, Large, ","Elasticized waistband, raised contour seams, Sheer mesh insets, diagonal color-block insets, Two concealed waistband pockets, Approx. 3.75"" rise, 29.25"" inseam, 8"" leg opening based on a size small, Self: nylon/polyester/spandex; contrast 1: Amni nylon /spandex; contrast 2: nylon/spandex; contrast 3: Tactel  nylon/polyester/LYCRA , Machine wash, Made in USA, ",8839339
1455995,"
",Bottom,"skirt female",http://www1.bloomingdales.com/shop/product/aqua-faux-suede-fringe-skirt?ID=1455995&CategoryID=2911,"
",Black,"X Small, Small, Medium, Large, ","Concealed side zip closure, wrap hem with fringe trim, Approx. 30"" from waist to longest point, based on a size small, Polyester/spandex, Dry clean, Imported, ",8839345
